Team1,Team2,Team1_Win_Percentage,Team2_Win_Percentage
Colorado,Texas,100.0,0.0
Colorado,Texas A&M,0.01,99.99
Colorado,Texas Tech,100.0,0.0
Colorado,UAB,4.46,95.54
Colorado,Utah State,100.0,0.0
Colorado,Vermont,100.0,0.0
Colorado,Virginia,100.0,0.0
Colorado,Wagner,100.0,0.0
Colorado,Washington State,100.0,0.0
Colorado,Western Kentucky,100.0,0.0
Colorado,Wisconsin,99.92,0.0799999999999983
Colorado,Yale,100.0,0.0
Colorado State,Connecticut,0.0,100.0
Colorado State,Creighton,0.0,100.0
Colorado State,Dayton,0.01,99.99
Colorado State,Drake,97.42,2.5799999999999983
Colorado State,Duke,0.0,100.0
Colorado State,Duquesne,93.47,6.530000000000001
Colorado State,Florida,0.0,100.0
Colorado State,Florida Atlantic,0.0,100.0
Colorado State,Gonzaga,0.0,100.0
Colorado State,Grambling,99.79,0.20999999999999375
Colorado State,Grand Canyon,0.01,99.99
Colorado State,Houston,24.13,75.87
Colorado State,Howard,0.0,100.0
Colorado State,Illinois,0.0,100.0
Colorado State,Iowa State,99.98,0.01999999999999602
